"With at least 1 elevator, none in working condition",0.5,.,.,.,.,.,.,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,.,.,.,.,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
No elevator,255.3,2.7,4.7,21.7,27.3,28.1,28.6,22.4,18.6,22.1,15.5,6.9,22.1,26.2,4.6,3.8,28.8,.,.,.,.,1.9,0.4,1.4,.,0.4,1.9,0.4,2.9,15.0,3.8,0.8,35.3,.,.,0.5,0.9,0.9,3.2,0.8,0.8,4.2,3.9,3.1,10.4,5.7,0.4,0.4,30.9,.,.,1.3,0.4,0.4,0.4,2.1,6.1,7.6,4.4,2.1,2.7,2.6,.,0.8,37.4,0.4,.,.,1.7,2.3,8.0,8.0,7.2,4.3,1.3,0.5,1.7,1.6,.,0.4,28.2,.,.,0.4,0.9,5.8,7.8,4.4,1.7,2.6,2.5,0.4,1.0,.,0.4,0.4,17.6,.,0.4,0.4,0.9,6.4,3.4,3.6,.,0.9,0.4,0.4,0.4,0.4,.,.,22.8,0.4,.,0.9,10.7,4.3,2.0,1.3,0.9,0.4,0.4,.,1.2,.,.,0.4,17.9,.,1.3,3.5,4.5,2.4,3.0,0.4,0.4,0.8,0.8,.,0.4,0.4,.,.,16.6,.,.,6.0,4.6,1.7,0.4,0.4,1.2,1.0,.,.,0.9,0.4,.,.,19.7,1.9,3.0,8.8,2.8,2.0,.,.,0.4,.,.,.,0.4,.,.,0.4
"   Multiunits, 3 or more floors from main entrance",27.1,.,0.8,3.6,4.6,3.8,1.3,2.8,2.6,2.3,1.2,.,1.4,2.2,.,0.4,1.2,.,.,.,.,.,.,.,.,.,.,.,.,1.2,.,.,2.8,.,.,.,0.4,.,.,.,.,0.9,.,.,0.5,1.0,.,.,3.0,.,.,.,.,0.4,.,0.4,0.9,0.5,0.8,.,.,.,.,.,3.9,.,.,.,0.4,.,0.5,1.2,1.3,.,.,.,.,.,.,0.4,2.1,.,.,.,.,0.4,.,0.4,0.4,0.4,0.4,.,.,.,.,.,3.4,.,.,.,.,1.7,0.4,0.8,.,0.5,.,.,.,.,.,.,2.9,.,.,0.4,1.3,1.2,.,.,.,.,.,.,.,.,.,.,2.2,.,0.4,0.5,0.4,.,0.4,.,.,.,.,.,0.4,.,.,.,2.4,.,.,1.1,0.8,.,.,.,.,.,.,.,0.4,.,.,.,3.2,.,0.4,1.5,1.2,.,.,.,.,.,.,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Foundation3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
   1-unit buildings,158.8,1.2,2.4,6.1,17.7,18.3,23.1,13.6,12.8,14.5,10.8,4.7,6.8,13.5,4.1,9.2,11.2,.,.,.,.,.,0.4,.,.,.,0.4,.,1.9,5.6,2.4,0.4,9.0,.,.,.,0.6,.,1.2,0.7,.,1.3,0.7,.,.,3.1,.,1.4,12.2,.,.,.,.,.,0.5,0.4,1.2,2.3,2.1,3.2,0.4,0.8,.,1.3,18.3,.,.,.,0.4,0.7,2.3,1.9,2.1,4.4,3.8,.,1.6,0.4,.,0.7,12.8,.,0.4,.,1.1,0.7,2.6,0.7,1.9,1.0,1.2,.,0.9,0.7,.,1.6,18.3,.,.,.,0.4,1.6,4.3,3.1,3.3,2.6,0.8,.,0.5,0.8,0.5,0.4,23.3,.,.,0.4,2.3,3.5,5.3,4.0,2.1,2.1,1.0,.,0.4,0.4,0.4,1.5,16.2,0.8,0.4,0.4,1.6,4.0,2.8,2.0,1.2,.,0.4,0.4,0.7,.,.,1.5,11.9,.,0.4,.,3.6,3.9,2.4,.,0.4,.,0.4,0.4,.,.,.,0.4,25.6,0.4,1.2,5.3,7.7,3.9,1.3,0.9,0.5,0.8,.,0.8,0.4,1.6,0.8,.
With basement under all of building,23.4,.,.,0.9,2.1,3.9,3.8,1.3,0.8,2.1,1.2,1.9,1.2,3.3,0.5,0.4,2.0,.,.,.,.,.,.,.,.,.,.,.,0.4,1.6,.,.,0.8,.,.,.,.,.,.,.,.,0.4,.,.,.,.,.,0.4,0.7,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,2.3,.,.,.,.,.,0.7,.,.,0.8,0.4,.,0.4,.,.,.,0.8,.,.,.,.,.,.,.,0.4,.,0.4,.,.,.,.,.,2.2,.,.,.,.,0.4,.,.,0.4,0.4,.,.,.,0.4,0.5,.,3.2,.,.,.,.,0.5,0.7,0.9,.,0.4,0.4,.,.,0.4,.,.,3.6,.,.,.,.,1.2,1.6,0.4,.,.,.,0.4,.,.,.,.,2.1,.,.,.,0.4,0.9,0.8,.,.,.,.,.,.,.,.,.,5.5,.,.,0.9,1.7,0.9,.,.,.,.,.,0.8,0.4,0.9,.,.
With basement under part of building,15.4,.,.,0.4,2.9,2.1,1.7,1.6,1.3,0.7,0.8,0.8,.,1.1,0.4,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5,.,.,.,.,.,.,.,.,0.4,.,.,.,0.7,.,0.4,2.0,.,.,.,.,.,.,.,0.4,.,0.4,0.8,.,0.4,.,.,0.4,.,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,0.5,0.3,.,.,.,.,.,.,1.6,.,.,.,0.4,.,0.4,0.8,.,.,.,.,.,.,.,.,1.7,.,.,0.4,.,.,.,0.4,0.5,.,.,.,.,.,0.4,.,2.8,.,.,.,0.4,1.3,.,.,.,.,.,.,.,.,.,1.1,1.2,.,.,.,.,0.4,0.4,.,.,.,0.4,.,.,.,.,.,3.3,.,.,.,2.1,0.4,0.8,.,.,.,.,.,.,.,.,.
With crawl space,59.0,.,2.4,2.7,7.6,6.2,10.1,5.4,5.9,3.8,3.7,1.2,2.2,4.1,1.2,2.6,3.7,.,.,.,.,.,0.4,.,.,.,0.4,.,0.4,0.9,1.2,0.4,3.0,.,.,.,.,.,0.8,.,.,.,0.7,.,.,1.3,.,0.2,3.3,.,.,.,.,.,0.5,0.4,0.8,.,0.4,0.8,.,0.4,.,.,6.4,.,.,.,0.4,.,1.1,0.7,0.8,1.8,1.2,.,0.4,.,.,.,5.1,.,0.4,.,.,.,1.3,.,0.6,.,.,.,0.4,0.7,.,1.6,6.5,.,.,.,.,1.2,2.0,0.4,1.1,1.3,.,.,0.5,.,.,.,11.6,.,.,.,1.8,2.6,1.8,2.7,1.3,0.4,0.7,.,0.4,.,.,.,5.0,.,0.4,.,0.4,0.4,0.8,1.2,0.9,.,0.4,.,.,.,.,0.4,4.2,.,0.4,.,2.1,0.4,0.8,.,.,.,.,0.4,.,.,.,.,10.3,.,1.2,2.7,2.8,1.6,0.4,.,0.5,0.4,.,.,.,0.7,.,.
On concrete slab,58.8,1.2,.,2.1,4.4,5.8,7.1,5.3,4.7,7.8,5.1,0.8,3.4,5.0,2.1,4.0,5.4,.,.,.,.,.,.,.,.,.,.,.,1.1,3.1,1.2,.,3.7,.,.,.,0.6,.,0.4,0.7,.,0.4,.,.,.,1.1,.,0.4,5.5,.,.,.,.,.,.,.,.,2.3,1.3,0.8,0.4,.,.,0.7,9.1,.,.,.,.,0.7,0.4,0.8,1.3,1.8,2.3,.,0.7,0.4,.,0.7,6.1,.,.,.,1.1,0.7,1.3,0.7,0.4,0.7,0.8,.,0.4,.,.,.,8.0,.,.,.,.,.,1.9,1.8,1.9,0.9,0.8,.,.,0.4,.,0.4,6.3,.,.,.,0.4,0.4,2.4,.,0.4,1.3,.,.,.,.,.,1.5,4.1,0.8,.,0.4,.,1.1,0.4,0.3,0.4,.,.,.,0.7,.,.,.,3.9,.,.,.,1.1,1.7,0.3,.,0.4,.,.,.,.,.,.,0.4,6.5,0.4,.,1.7,1.1,1.1,.,0.9,.,0.4,.,.,.,.,0.8,.
Other,2.2,.,.,.,0.7,0.4,0.4,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,0.7,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Manufactured/Mobile Home Setup, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
   Manufactured/mobile homes,4.1,.,.,0.5,.,.,.,.,0.8,.,0.8,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,1.5,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Set on permanent masonry foundation,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Resting on concrete pad,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Up on blocks, but not on concrete pad",2.0,.,.,0.5,.,.,.,.,.,.,0.8,.,.,.,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,0.8,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Setup in some other way,0.8,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Setup not reported,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Manufactured/Mobile Home Anchoring, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
   Manufactured/mobile homes,4.1,.,.,0.5,.,.,.,.,0.8,.,0.8,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,1.5,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Anchored by tiedowns, bolts, or other means",2.8,.,.,.,.,.,.,.,0.8,.,.,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,0.8,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Not anchored,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Anchoring not reported,0.8,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Manufactured/Mobile Home Size, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
   Manufactured/mobile homes,4.1,.,.,0.5,.,.,.,.,0.8,.,0.8,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,1.5,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Single-wide,2.3,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,1.5,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Double-wide,1.9,.,.,0.5,.,.,.,.,.,.,.,0.6,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Triple-wide or larger,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Size not reported,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Manufactured/Mobile Home Site Placement, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
   Manufactured/mobile homes,4.1,.,.,0.5,.,.,.,.,0.8,.,0.8,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,1.5,.,.,.,.,.,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
First site,2.1,.,.,.,.,.,.,.,.,.,.,0.6,.,0.7,.,0.8,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
