"Disability payments, workers' compensation, veterans' disability, other disability",39.5,1.2,3.3,6.3,7.6,7.0,4.9,3.9,1.2,1.2,2.0,.,.,0.8,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,0.8,.,1.0,.,.,.,.,.,0.4,0.5,.,.,.,.,.,.,.,2.3,.,.,.,0.4,0.5,.,.,.,.,1.4,.,.,.,.,2.7,.,.,1.2,0.8,.,.,.,.,0.4,0.2,.,.,.,.,2.4,.,.,.,.,.,0.4,0.4,0.4,0.8,0.4,.,.,.,.,1.3,.,.,.,.,.,.,0.8,0.4,.,.,.,.,.,.,5.3,.,.,0.6,1.2,0.9,1.8,0.5,0.4,.,.,.,.,.,.,6.3,.,0.7,1.1,1.2,1.1,0.4,1.7,.,.,.,.,.,.,.,7.6,.,0.4,1.0,2.5,3.2,0.4,.,.,.,.,.,.,.,10.0,1.2,2.1,2.4,1.5,1.2,1.5,.,.,.,.,.,.,.,.
"Other income (VA payments, unemployment, royalty, estates, and more)",50.9,1.1,6.8,11.0,5.7,6.4,5.8,2.5,2.8,2.7,3.7,0.4,0.4,1.5,.,1.1,.,.,.,.,.,.,.,.,.,.,.,.,1.1,.,0.4,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,3.8,.,.,1.2,.,.,.,0.8,.,.,1.3,.,.,0.4,.,4.8,.,.,0.4,0.4,.,.,0.8,.,0.9,1.9,.,0.4,.,.,1.2,.,.,.,.,.,0.7,.,0.4,.,.,.,.,.,.,3.8,.,.,1.6,0.9,.,0.4,0.5,0.4,.,.,.,.,.,.,9.6,.,0.4,2.7,0.9,2.5,1.8,.,0.2,0.7,.,0.4,.,.,.,8.0,.,1.1,0.4,0.4,2.0,1.6,0.4,1.3,0.7,.,.,.,.,.,3.8,.,.,1.3,0.4,1.6,.,.,0.5,.,.,.,.,.,14.4,1.1,5.3,3.4,2.6,0.3,0.8,.,.,0.4,0.4,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Food Stamps, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"    Families and primary individuals with incomes of $25,000 or less",84.4,0.4,.,1.2,4.5,2.1,4.6,5.2,4.0,11.3,6.8,4.2,8.3,24.1,7.5,23.4,.,.,.,0.8,.,.,0.4,0.4,.,.,.,1.0,13.4,7.5,30.4,0.4,.,.,1.5,0.8,2.0,2.3,2.4,4.2,5.3,1.2,4.4,5.8,.,25.5,.,.,1.2,2.3,1.2,2.6,2.6,0.8,7.2,1.0,1.3,2.5,2.8,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.,1.0,.,.,.,.,.,.,.,.,.,0.5,.,.,0.4,.,0.4,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,1.5,.,.,.,.,.,.,.,.,.,.,1.2,.,0.4,.,1.3,.,.,.,.,.,.,.,0.4,.,.,.,0.4,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.
Received food stamps,9.6,.,.,.,1.9,.,.,0.9,.,0.9,0.6,0.6,0.4,4.3,.,3.6,.,.,.,0.8,.,.,.,.,.,.,.,.,2.8,.,5.4,.,.,.,1.1,.,.,0.9,.,0.9,0.6,.,0.4,1.5,.,0.6,.,.,.,.,.,.,.,.,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Did not receive food stamps,67.7,.,.,0.8,2.6,2.1,4.6,4.3,2.8,8.5,6.2,3.6,6.8,19.4,5.9,17.0,.,.,.,.,.,.,0.4,.,.,.,.,0.5,10.2,5.9,23.7,.,.,.,0.4,0.8,2.0,1.4,1.5,3.3,4.7,1.2,4.0,4.3,.,21.9,.,.,0.8,2.3,1.2,2.6,2.6,0.8,5.3,1.0,0.7,1.8,2.8,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.,1.0,.,.,.,.,.,.,.,.,.,0.5,.,.,0.4,.,0.4,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,1.5,.,.,.,.,.,.,.,.,.,.,1.2,.,0.4,.,1.3,.,.,.,.,.,.,.,0.4,.,.,.,0.4,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,0.4,.
Not reported,7.1,0.4,.,0.4,.,.,.,.,1.2,1.9,.,.,1.1,0.4,1.6,2.8,.,.,.,.,.,.,.,0.4,.,.,.,0.4,0.4,1.6,1.3,0.4,.,.,.,.,.,.,0.9,.,.,.,.,.,.,3.0,.,.,0.4,.,.,.,.,.,1.9,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1See ""poverty status"" in Subject Definitions, Table A-1, for poverty thresholds. Households in poverty are those below 100% of their poverty threshold. Households with income 149% of their poverty threshold include those in poverty (below 100% of their poverty threshold), plus those who have income 49% above their poverty threshold. Likewise, households with a poverty threshold of 50% include those households with income 50% below their poverty threshold.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Figures may not add to total because more than one category may apply to a unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, American Housing Survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated on: 13DEC18:11:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
